catalog_number,common_name,scientific_name,photographer,date,year,rating,num_ratings,location,normalized_rating
460975691,Marbled Godwit,Limosa fedoa,John Breker,2022-06-08,2022,4.98,43,North America,4.98
241034221,Flammulated Owl,Psiloscops flammeolus,Pitta Tours,2020-06-03,2020,4.98,114,North America,4.98
56363621,Prairie Warbler,Setophaga discolor,Brian Lowry,2017-04-30,2017,4.98,41,North America,4.98
294144961,Western Flycatcher (Pacific-slope),Empidonax difficilis [difficilis Group],Spencer Seale,2021-01-03,2021,4.98,41,North America,4.98
246895671,Northern Parula,Setophaga americana,Cassidy Ficker,2020-06-16,2020,4.98,105,North America,4.98
310994191,Short-eared Owl,Asio flammeus,Tyler Pockette,2021-02-22,2021,4.98,41,North America,4.98
392726051,Yellow-throated Warbler,Setophaga dominica,Denny Swaby,2021-12-02,2021,4.98,106,North America,4.98
623704734,Naumann's Thrush,Turdus naumanni,Woochan Kwon,2023-02-18,2023,4.98,88,Asia,4.98
627940050,King Eider,Somateria spectabilis,Tino Castillo,2024-12-23,2024,4.98,41,North America,4.98
588925691,Blue-headed Vireo,Vireo solitarius,Emilia Deino,2023-06-14,2023,4.98,169,North America,4.98
579205531,White-tipped Sicklebill,Eutoxeres aquila,Pablo Ortega,2023-05-26,2023,4.98,48,South America,4.98
613782068,Canyon Wren,Catherpes mexicanus,Dylan Osterhaus,2024-01-20,2024,4.98,109,North America,4.98
247267441,Spotted Sandpiper,Actitis macularius,Ronan Nicholson,2020-06-29,2020,4.98,165,North America,4.98
249046701,King Penguin,Aptenodytes patagonicus,Mike Greenfelder,2020-03-01,2020,4.98,41,Antarctica,4.98
61001311,Little Egret,Egretta garzetta,Jerry amEnde,2017-06-11,2017,4.98,43,North America,4.98
612836345,Puerto Rican Emerald,Riccordia maugaeus,Alex Pellegrini,2023-12-28,2023,4.98,43,North America,4.98
458708371,Cinnamon-headed Green-Pigeon,Treron fulvicollis,Chien N Lee,2022-06-12,2022,4.98,85,Asia,4.98
507658531,Ridgway's Rail,Rallus obsoletus,Gail  West,2022-11-26,2022,4.98,44,North America,4.98
618968452,Chestnut-bellied Sandgrouse,Pterocles exustus,Shantanu Majumdar,2024-05-12,2024,4.98,84,Asia,4.98
173773021,Least Sandpiper,Calidris minutilla,Iain Fleming,2019-08-23,2019,4.98,44,North America,4.98
457079901,Pin-tailed Sandgrouse,Pterocles alchata,Nasir Almehrzi,2022-06-04,2022,4.98,83,Asia,4.98
348859461,Virginia Rail,Rallus limicola,Matt Dalessio,2021-06-19,2021,4.98,45,North America,4.98
612723412,Greater Roadrunner,Geococcyx californianus,Barbara Wise,2023-12-27,2023,4.98,110,North America,4.98
224346501,Black-backed Dwarf-Kingfisher,Ceyx erithaca,Rofikul Islam,2018-03-07,2018,4.98,58,Asia,4.98
388744171,Daurian Redstart,Phoenicurus auroreus,Saku Saku,2018-11-11,2018,4.98,103,Asia,4.98
616195082,Golden-cheeked Warbler,Setophaga chrysoparia,Prineet Anand,2024-03-16,2024,4.98,40,North America,4.98
622282086,Piping Plover,Charadrius melodus,Max Kelly,2024-07-11,2024,4.98,121,North America,4.98
395402351,Gray Kingbird,Tyrannus dominicensis,Tom Foley,2021-12-12,2021,4.98,40,North America,4.98
436743581,Blue-headed Vireo,Vireo solitarius,Will Bennett,2022-04-16,2022,4.98,121,North America,4.98
158563011,Common Loon,Gavia immer,Jocelyn Lauzon,2019-05-13,2019,4.98,92,North America,4.98
616900238,Sharp-tailed Grouse,Tympanuchus phasianellus,Darren Pendleton,2024-04-04,2024,4.98,46,North America,4.98
323658801,Piping Plover,Charadrius melodus,Cody Matheson,2021-04-06,2021,4.98,131,North America,4.98
127144651,Emperor Penguin,Aptenodytes forsteri,Noah Strycker,2018-11-19,2018,4.98,154,Antarctica,4.98
504470851,American Tree Sparrow,Spizelloides arborea,Dylan S.,2022-11-16,2022,4.98,93,North America,4.98
446014631,Yellow Warbler (Northern),Setophaga petechia [aestiva Group],Alex Lamoreaux,2022-05-08,2022,4.98,128,North America,4.98
50087221,Golden-crowned Kinglet,Regulus satrapa,Jacob McGinnis,2017-03-04,2017,4.98,119,North America,4.98
615388310,Lesser White-fronted Goose,Anser erythropus,Gabriel Cristaldo,2024-02-26,2024,4.98,65,Europe,4.98
620466081,Speckled Chachalaca,Ortalis guttata,Sergio A. Dueñas Trejo,2024-05-05,2024,4.98,40,South America,4.98
530319771,Horned Grebe,Podiceps auritus,Erica Heusser,2023-01-30,2023,4.98,87,North America,4.98
202344341,Dovekie,Alle alle,Jeremiah Trimble,2020-01-18,2020,4.98,122,North America,4.98
612812569,Peruvian Racket-tail,Ocreatus peruanus,Daysy Vera Castro,2023-12-29,2023,4.97,729,South America,4.97
335256161,Eastern Shrike-tit,Falcunculus frontatus,Stephen Murray,2021-05-08,2021,4.97,157,Australia,4.97
464394551,Black-faced Spoonbill,Platalea minor,Yi-Cheng Chen,2020-03-07,2020,4.97,35,Asia,4.97
616313061,Black Phoebe,Sayornis nigricans,Ruslan Balagansky,2024-03-09,2024,4.97,37,North America,4.97
599869271,Magellanic Woodpecker,Campephilus magellanicus,Kenneth Roberts,2023-07-23,2023,4.97,34,South America,4.97
611745172,Prairie Falcon,Falco mexicanus,J Tanner,2023-11-30,2023,4.97,37,North America,4.97
519668981,Eastern Phoebe,Sayornis phoebe,Jonathan Taffet,2023-01-01,2023,4.97,37,North America,4.97
171102031,Yellow-headed Caracara,Daptrius chimachima,Mark Schulist,2019-07-24,2019,4.97,39,North America,4.97
529267501,Cedar Waxwing,Bombycilla cedrorum,Ava Kornfeld,2023-01-28,2023,4.97,65,North America,4.97
618091050,Cedar Waxwing,Bombycilla cedrorum,Andrew Sonea,2024-04-27,2024,4.97,66,North America,4.97
543350431,Lanceolated Monklet,Micromonacha lanceolata,RICARDO Rojas Arguedas,2023-03-06,2023,4.97,32,North America,4.97
613022853,Bohemian Waxwing,Bombycilla garrulus,Dominik Mayer,2024-01-02,2024,4.97,29,Europe,4.97
472678221,Eastern Kingbird,Tyrannus tyrannus,Kevin Lin,2022-08-04,2022,4.97,32,North America,4.97
205738931,Black Grouse,Lyrurus tetrix,Morten Venas,2016-05-06,2016,4.97,29,Europe,4.97
80375701,Rufous-crested Coquette,Lophornis delattrei,Jon Pleizier,2016-04-08,2016,4.97,32,North America,4.97
468573451,Common Murre,Uria aalge,Paul O'Toole,2022-07-17,2022,4.97,32,North America,4.97
618951975,Sedge Warbler,Acrocephalus schoenobaenus,Nathaniel Dargue,2024-05-01,2024,4.97,32,Europe,4.97
442510231,Yellow-billed Tit-Tyrant,Anairetes flavirostris,Mauricio  Silvera,2022-04-30,2022,4.97,37,South America,4.97
510514021,Barrow's Goldeneye,Bucephala islandica,Van Pierszalowski,2022-12-05,2022,4.97,39,North America,4.97
418874331,Pileated Woodpecker,Dryocopus pileatus,Marie Dugan,2022-02-21,2022,4.97,37,North America,4.97
171566341,Aplomado Falcon,Falco femoralis,Ethan Lai,2019-04-02,2019,4.97,32,North America,4.97
303346601,Red-breasted Goose,Branta ruficollis,Egor Vlasov,2021-01-30,2021,4.97,33,Europe,4.97
381088761,Anna's Hummingbird,Calypte anna,Joey Negreann,2021-10-09,2021,4.97,39,North America,4.97
615897248,Sage Thrasher,Oreoscoptes montanus,Travis Maher,2024-03-10,2024,4.97,58,North America,4.97
182116731,Stripe-backed Bittern,Botaurus involucris,Marcos de Campo,2019-10-06,2019,4.97,34,South America,4.97
540986511,Shoebill,Balaeniceps rex,Ted Wolff,2023-02-05,2023,4.97,39,Africa,4.97
598785001,Surf Cinclodes,Cinclodes taczanowskii,Andre Moncrieff,2023-07-16,2023,4.97,67,South America,4.97
535350131,Eurasian Goshawk,Astur gentilis,Pauline Yeckley,2023-02-14,2023,4.97,37,Europe,4.97
289384351,Spectacled Tyrant,Hymenops perspicillatus,Hederd Torres García,2020-12-19,2020,4.97,116,South America,4.97
511459451,Peregrine Falcon,Falco peregrinus,Jordan Parham,2022-12-08,2022,4.97,33,North America,4.97
615003323,Yellow-throated Warbler (albilora),Setophaga dominica albilora,Aidan Kiley,2021-04-27,2021,4.97,33,North America,4.97
517135551,African Crake,Crecopsis egregia,David Perez,2022-12-27,2022,4.97,36,Africa,4.97
588829151,Half-collared Kingfisher,Alcedo semitorquata,Garret Skead,2023-06-25,2023,4.97,36,Africa,4.97
370130531,Virginia Rail,Rallus limicola,Lexi Roberts 🐧,2021-09-16,2021,4.97,33,North America,4.97
474005901,Willet,Tringa semipalmata,Julie Blue,2022-07-02,2022,4.97,33,North America,4.97
616545079,Blue-fronted Redstart,Phoenicurus frontalis,Ajoy Kumar Dawn,2024-03-26,2024,4.97,31,Asia,4.97
558296671,Gambel's Quail,Callipepla gambelii,alex towers,2023-04-09,2023,4.97,33,North America,4.97
627927106,Golden-crowned Kinglet,Regulus satrapa,Phillip Rogers,2024-12-23,2024,4.97,33,North America,4.97
265319451,Blue Finch,Rhopospina caerulescens,Caio Brito,2016-10-02,2016,4.97,115,South America,4.97
624192091,Short-eared Owl,Asio flammeus,Kit Day,2024-02-24,2024,4.97,34,Europe,4.97
582783851,Southern Lapwing,Vanellus chilensis,Francisco Castro Carmona,2023-06-07,2023,4.97,86,South America,4.97
611404307,Purple Gallinule,Porphyrio martinica,Brian Morin,2023-11-21,2023,4.97,36,North America,4.97
239963841,Tropical Screech-Owl,Megascops choliba,Esteban Roldán,2020-05-30,2020,4.97,99,South America,4.97
246353121,Virginia Rail,Rallus limicola,Bill Asteriades,2020-06-28,2020,4.97,36,North America,4.97
62216621,Yellow-bellied Tanager,Ixothraupis xanthogastra,Oscar Johnson,2015-09-21,2015,4.97,60,South America,4.97
111578991,Bearded Vulture (African),Gypaetus barbatus meridionalis,Chris Wood,2018-08-02,2018,4.97,112,Africa,4.97
418901631,Boreal Owl,Aegolius funereus,Mark Peck,2022-02-19,2022,4.97,34,North America,4.97
525878641,Abyssinian Roller,Coracias abyssinicus,Dominic Mitchell,2020-03-01,2020,4.97,33,Africa,4.97
506350691,Sedge Wren,Cistothorus stellaris,James Maley,2022-11-22,2022,4.97,35,North America,4.97
603968511,Least Tern,Sternula antillarum,Nathaniel Sharp,2023-08-16,2023,4.97,37,North America,4.97
202983491,Crimson-rumped Toucanet,Aulacorhynchus haematopygus,LUIS ENRIQUE BUENO,2019-12-21,2019,4.97,33,South America,4.97
134387291,Elegant Trogon,Trogon elegans,James Hoagland,2019-01-10,2019,4.97,37,North America,4.97
619501832,Allen's Hummingbird,Selasphorus sasin,Gavin Aquila,2024-05-23,2024,4.97,58,North America,4.97
204549721,Black Heron,Egretta ardesiaca,Eric van Poppel,2017-01-16,2017,4.97,32,Africa,4.97
204687861,Red-crowned Crane,Grus japonensis,Leendert van Ginkel,2019-02-18,2019,4.97,30,Asia,4.97
486378071,Crested Tit,Lophophanes cristatus,Kevin Hughes,2022-06-14,2022,4.97,38,Europe,4.97
620962907,Multicolored Tanager,Chlorochrysa nitidissima,Johnnier Arango | theandeanbirder.com,2024-04-07,2024,4.97,159,South America,4.97
259358411,Stripe-backed Bittern,Botaurus involucris,Ghiorzo Joaquín,2019-12-01,2019,4.97,174,South America,4.97
144655791,Hooded Grebe,Podiceps gallardoi,Daniel Pettersson,2018-11-23,2018,4.97,157,South America,4.97
124953691,Golden-tailed Sapphire,Chrysuronia oenone,Angus Pritchard,2018-06-13,2018,4.97,155,South America,4.97
616529921,Chatham Albatross,Thalassarche eremita,Pablo Martinez Morales,2024-03-23,2024,4.97,136,South America,4.97
617952402,Collared Pratincole,Glareola pratincola,Neenad Abhang,2024-04-15,2024,4.97,29,Asia,4.97
326736621,Ruddy-breasted Crake,Zapornia fusca,Himanshu Chaudhary,2021-04-15,2021,4.97,29,Asia,4.97
180388171,Crested Eagle,Morphnus guianensis,Victor Castanho,2019-07-05,2019,4.97,30,South America,4.97
318913321,Wire-crested Thorntail,Discosura popelairii,Andres Vasquez Noboa,2021-03-07,2021,4.97,134,South America,4.97
618281218,Broad-billed Flycatcher,Myiagra ruficollis,Dana Cameron,2024-04-29,2024,4.97,122,Australia,4.97
594792581,Buller's Albatross,Thalassarche bulleri,Martin Allen,2023-07-16,2023,4.97,107,Australia,4.97
413760461,Boreal Chickadee,Poecile hudsonicus,Matt Boley,2022-02-05,2022,4.97,106,North America,4.97
438696721,Blue Grosbeak,Passerina caerulea,Dan Burton,2022-04-20,2022,4.97,101,North America,4.97
626989446,Short-eared Owl,Asio flammeus,Alex Steinkamp,2024-12-01,2024,4.97,29,North America,4.97
609960661,Steppe Eagle,Aquila nipalensis,Giorgi Natsvlishvili,2023-10-14,2023,4.97,62,Asia,4.97
614346559,Cactus Wren,Campylorhynchus brunneicapillus,Jeff Hapeman,2024-02-02,2024,4.97,98,North America,4.97
185449611,Partridge Pigeon,Geophaps smithii,Sam Woods,2019-09-28,2019,4.97,38,Australia,4.97
515072241,Brambling,Fringilla montifringilla,Liam Hutcheson,2022-12-20,2022,4.97,94,North America,4.97
627148495,Eastern Kingbird,Tyrannus tyrannus,Jeremiah Oden,2024-07-05,2024,4.97,29,North America,4.97
591663291,Ornate Hawk-Eagle,Spizaetus ornatus,Sui Fernández,2023-07-02,2023,4.97,91,North America,4.97
522410081,Red Crossbill,Loxia curvirostra,Ken Winkler,2023-01-09,2023,4.97,29,North America,4.97
80278111,Red-legged Kittiwake,Rissa brevirostris,Birding Aboard,2015-07-07,2015,4.97,31,North America,4.97
228327511,Western Corella,Cacatua pastinator,Martin  Flack,2019-11-18,2019,4.97,40,Australia,4.97
292679931,Reddish Egret,Egretta rufescens,Ken McCasland,2020-12-11,2020,4.97,31,North America,4.97
561976331,Upland Sandpiper,Bartramia longicauda,Mike Riley,2023-04-23,2023,4.97,90,North America,4.97
550471811,Blue-footed Booby,Sula nebouxii,Rain Saulnier,2023-02-23,2023,4.97,217,North America,4.97
415375861,Eurasian Sparrowhawk,Accipiter nisus,Javier Train Garcia,2022-02-11,2022,4.97,95,Europe,4.97
458290011,Piping Plover,Charadrius melodus,Shey S,2022-06-10,2022,4.97,222,North America,4.97
491670991,LeConte's Sparrow,Ammospiza leconteii,David Kirsch,2022-10-08,2022,4.97,229,North America,4.97
593615781,Sooty Grouse,Dendragapus fuliginosus,Rachel Hudson,2023-07-12,2023,4.97,31,North America,4.97
462048641,Indigo Bunting,Passerina cyanea,Sean Crockett,2022-06-22,2022,4.97,78,North America,4.97
624669826,Royal Tern,Thalasseus maximus,Tzvi Deutsch,2024-10-07,2024,4.97,30,North America,4.97
570344851,Prothonotary Warbler,Protonotaria citrea,Matt Misewicz,2023-05-11,2023,4.97,346,North America,4.97
555194171,American Woodcock,Scolopax minor,Andrew Tao,2023-04-08,2023,4.97,332,North America,4.97
617716914,Tree Swallow,Tachycineta bicolor,Manuel Salgado,2024-04-21,2024,4.97,76,North America,4.97
523003751,Spectacled Owl,Pulsatrix perspicillata,Carter Hansen,2022-12-13,2022,4.97,30,North America,4.97
610829362,Hudsonian Godwit,Limosa haemastica,Jack Belleghem,2023-11-06,2023,4.97,74,North America,4.97
275750681,Clark's Nutcracker,Nucifraga columbiana,Jen Sanford,2017-07-13,2017,4.97,74,North America,4.97
522997991,Boat-billed Heron,Cochlearius cochlearius,Leo Damrow,2022-11-19,2022,4.97,30,North America,4.97
226540551,Common Yellowthroat,Geothlypis trichas,Doug Hommert,2020-04-23,2020,4.97,74,North America,4.97
448672911,Cerulean Warbler,Setophaga cerulea,Joley Sullivan,2022-05-14,2022,4.97,357,North America,4.97
161744941,Black Guillemot,Cepphus grylle,Phil Hyde,2018-07-26,2018,4.97,108,Europe,4.97
417951331,Fairy Prion,Pachyptila turtur,Isaac Clarey,2022-02-05,2022,4.97,36,Australia,4.97
576958191,Blackburnian Warbler,Setophaga fusca,Jessé Roy-Drainville,2023-05-24,2023,4.97,29,North America,4.97
609299215,Limpkin,Aramus guarauna,Michael Fogleman,2023-09-26,2023,4.97,30,North America,4.97
434629811,Greater Flamingo,Phoenicopterus roseus,Daniel Field,2022-04-11,2022,4.97,58,Europe,4.97
181656351,Himalayan Monal,Lophophorus impejanus,Vincent Wang,2017-12-20,2017,4.97,235,Asia,4.97
548312981,Crowned Sandgrouse,Pterocles coronatus,Wojciech Janecki,2023-02-27,2023,4.97,209,Asia,4.97
408718491,Black Phoebe,Sayornis nigricans,Alex Castelein,2022-01-21,2022,4.97,172,North America,4.97
614427470,Blue-crowned Hanging-Parrot,Loriculus galgulus,Yifei Zheng,2024-02-05,2024,4.97,148,Asia,4.97
246628451,Eurasian Golden Oriole,Oriolus oriolus,José María Benítez,2020-06-27,2020,4.97,71,Europe,4.97
246170051,Purple Heron,Ardea purpurea,DIEGO GOMEZ CRISTOBAL,2020-06-28,2020,4.97,71,Europe,4.97
211442091,Taiwan Liocichla,Liocichla steerii,Cheng-Ru Tsai,2020-02-23,2020,4.97,143,Asia,4.97
390563611,Vernal Hanging-Parrot,Loriculus vernalis,Arun Prabhu,2021-11-22,2021,4.97,139,Asia,4.97
625836350,Chinstrap Penguin,Pygoscelis antarcticus,Mark Whiffin,2023-01-01,2023,4.97,31,Antarctica,4.97
618924609,Louisiana Waterthrush,Parkesia motacilla,Ryan Shean,2024-05-11,2024,4.97,152,North America,4.97
343884911,Yellow Grosbeak,Pheucticus chrysopeplus,Johanna Beam,2021-05-30,2021,4.97,139,North America,4.97
609578073,Ancient Murrelet,Synthliboramphus antiquus,Nathan Dubrow,2023-07-13,2023,4.97,136,North America,4.97
351087111,Green Broadbill,Calyptomena viridis,Saravanan Krishnamurthy,2021-06-28,2021,4.97,649,Asia,4.97
376322211,White-crowned Sparrow (Gambel's),Zonotrichia leucophrys gambelii,Aidan Brubaker,2021-10-09,2021,4.97,131,North America,4.97
412884221,Boreal Chickadee,Poecile hudsonicus,Patrice St-Pierre,2022-02-04,2022,4.97,130,North America,4.97
172511351,Five-striped Sparrow,Amphispizopsis quinquestriata,Shawn Taylor,2019-08-10,2019,4.97,29,North America,4.97
389972851,Great Horned Owl,Bubo virginianus,Creston Burks,2021-11-21,2021,4.97,29,North America,4.97
613246991,White-fronted Quail-Dove,Geotrygon leucometopia,Doug Whitman,2023-12-28,2023,4.97,116,North America,4.97
335759091,American Oystercatcher,Haematopus palliatus,Jason Fehon,2021-05-08,2021,4.97,116,North America,4.97
591235121,Common Nighthawk,Chordeiles minor,Neo Morpheus,2023-07-04,2023,4.97,122,North America,4.97
415513561,Redhead,Aythya americana,Joe Bailey,2022-02-12,2022,4.97,114,North America,4.97
395678251,Purple Sandpiper,Calidris maritima,Dmitriy Aronov,2021-12-13,2021,4.97,113,North America,4.97
611646676,Say's Phoebe,Sayornis saya,Allison Matlock,2023-11-27,2023,4.97,118,North America,4.97
244063711,Rough-legged Hawk,Buteo lagopus,Jerry Liguori,2017-01-09,2017,4.97,115,North America,4.97
619495729,Western Capercaillie,Tetrao urogallus,Lukas Sekelsky,2024-05-22,2024,4.97,59,Europe,4.97
199988131,Greater Yellownape,Chrysophlegma flavinucha,Mollee Brown,2020-01-14,2020,4.97,70,Asia,4.97
538641341,Red-winged Blackbird,Agelaius phoeniceus,Alan Phipps,2023-02-23,2023,4.97,29,North America,4.97
427990901,Garganey,Spatula querquedula,Zoran T.,2022-03-23,2022,4.97,59,Europe,4.97
551412581,McKay's Bunting,Plectrophenax hyperboreus,Aaron Lang,2023-03-27,2023,4.97,29,North America,4.97
618991871,Peregrine Falcon,Falco peregrinus,Jonathan Casanova,2024-05-13,2024,4.97,73,North America,4.97
611748264,Snoring Rail,Aramidopsis plateni,Carlos Bocos,2023-11-26,2023,4.97,58,Asia,4.97
325771901,Evening Grosbeak,Coccothraustes vespertinus,John Jansen,2021-04-12,2021,4.97,614,North America,4.97
174317261,Brown Quail,Synoicus ypsilophorus,Barry Deacon,2019-08-27,2019,4.97,68,Australia,4.97
617112137,Willow Ptarmigan,Lagopus lagopus,Faye Manning,2024-04-06,2024,4.97,69,North America,4.97
554802721,Brown Creeper,Certhia americana,Carl Giometti 🍹,2023-04-07,2023,4.97,67,North America,4.97
117599221,Eurasian Scops-Owl,Otus scops,Ky Clare,2018-10-06,2018,4.97,40,Asia,4.97
313251331,Northern Pintail,Anas acuta,Steve Rappaport,2021-03-03,2021,4.97,72,North America,4.97
217837161,Anhinga,Anhinga anhinga,Scott Martin,2020-03-01,2020,4.97,402,North America,4.97
406572681,Ruby-crowned Kinglet,Corthylio calendula,Nico Sarbanes,2022-01-15,2022,4.97,715,North America,4.97
354144911,Common Loon,Gavia immer,Alain Kemp,2021-07-11,2021,4.97,30,North America,4.97
97942971,Eastern Whip-poor-will,Antrostomus vociferus,Josh Davidson,2018-05-03,2018,4.97,69,North America,4.97
182044511,Rufous Songlark,Cincloramphus mathewsi,David  Tytherleigh,2019-10-12,2019,4.97,62,Australia,4.97
611482811,Australian Owlet-nightjar,Aegotheles cristatus,Bill O’Brien,2023-11-20,2023,4.97,116,Australia,4.97
265293941,Nuttall's Woodpecker,Dryobates nuttallii,Steve Tucker,2020-06-05,2020,4.97,72,North America,4.97
122296841,Gray Kingbird,Tyrannus dominicensis,Peter Trimble,2018-11-04,2018,4.97,73,North America,4.97
113316381,Swallow-tailed Kite,Elanoides forficatus,Adam Wilson,2018-09-02,2018,4.97,71,North America,4.97
346635901,Pink-headed Warbler,Cardellina versicolor,Ana Paula Oxom,2021-05-30,2021,4.97,685,North America,4.97
115592931,Red-legged Kittiwake,Rissa brevirostris,Wolfe R,2018-07-27,2018,4.97,73,North America,4.97
508341791,Western Meadowlark,Sturnella neglecta,Susan Logan Ward 🦉,2022-11-28,2022,4.97,71,North America,4.97
32945191,Mountain Peacock-Pheasant,Polyplectron inopinatum,Neoh Hor Kee,2016-08-19,2016,4.96,82,Asia,4.96
159839731,Golden-winged Warbler,Vermivora chrysoptera,Sylvain Messier,2019-05-18,2019,4.96,129,North America,4.96
519771041,LeConte's Sparrow,Ammospiza leconteii,Mourad Jabra,2023-01-01,2023,4.96,47,North America,4.96
522319231,Black Skimmer,Rynchops niger,Bob Gunderson,2023-01-09,2023,4.96,121,North America,4.96
606247081,Whimbrel,Numenius phaeopus,Alfonso Guío Rodríguez,2023-08-17,2023,4.96,23,Africa,4.96
413988131,White-faced Storm-Petrel,Pelagodroma marina,JJ Harrison,2022-02-05,2022,4.96,1732,Australia,4.96
264402091,Bare-shanked Screech-Owl,Megascops clarkii,Fernando Burgalin Sequeria,2020-09-19,2020,4.96,122,North America,4.96
